"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)"
"200","2006","12","Uttar Pradesh","Budaun","85.44","157.15","1839.3","292.51","878.98","3004.96","9.97","16.7","1675.03","0.92","2.02","2195.65"
"200","2007","12","Uttar Pradesh","Budaun","80.74","144.08","1784.49","296.65","845.03","2848.58","10.06","17.25","1714.71","0.88","1.86","2113.64"
"200","2008","12","Uttar Pradesh","Budaun","87.28","153.87","1762.95","299.87","958.82","3197.45","12.72","24.05","1890.72","0.78","1.96","2512.82"
"200","2009","12","Uttar Pradesh","Budaun","68.67","138.03","2010.05","316.36","1097.19","3468.17","13.8","25.3","1833.33","0.13","0.31","2384.62"
"200","2010","12","Uttar Pradesh","Budaun","76.87","144.91","1885.13","315.99","1072.88","3395.3","13.37","25.92","1938.67","0.96","2.5","2604.17"
"200","2011","12","Uttar Pradesh","Budaun","94.4","203.28","2153.34","295.17","1038.52","3518.34","12.36","23.91","1934.97","0.03","0.06","2452.38"
"200","2012","12","Uttar Pradesh","Budaun","63.44","119.9","1889.91","207.14","514.28","2482.79","12.23","23.42","1914.79","0.54","1.43","2639.69"
"200","2013","12","Uttar Pradesh","Budaun","95.23","211.3","2218.83","298.54","1081.6","3622.91","10.75","22.84","2124.43","0.72","2.09","2878.62"
"200","2014","12","Uttar Pradesh","Budaun","94.6","196.03","2072.08","310.1","645.78","2082.46","14.38","29.27","2035.02","0.44","0.75","1720.37"
"200","2015","12","Uttar Pradesh","Budaun","79.57","152.86","1920.98","303.0","870.15","2871.82","20.53","38.17","1859.63","0.66","1.57","2369.55"
"200","2016","12","Uttar Pradesh","Budaun","84.13","179.89","2138.13","285.47","1000.87","3506.09","19.61","39.65","2021.79","1.35","3.49","2579.25"
"200","2017","12","Uttar Pradesh","Budaun","88.35","188.48","2133.41","276.29","1013.67","3668.8","10.44","23.45","2245.27","0.6","1.72","2845.61"
"201","2006","12","Uttar Pradesh","Moradabad","158.43","330.8","2087.99","286.57","879.05","3067.49","5.32","5.66","1063.91","0.21","0.45","2142.86"
"201","2007","12","Uttar Pradesh","Moradabad","155.34","359.25","2312.67","287.56","851.54","2961.26","5.26","7.17","1363.12","0.16","0.33","2062.5"
"201","2008","12","Uttar Pradesh","Moradabad","162.96","353.13","2166.97","297.84","956.31","3210.82","5.32","7.31","1374.06","0.16","0.39","2437.5"
"201","2009","12","Uttar Pradesh","Moradabad","156.94","357.45","2277.62","297.46","878.56","2953.54","5.47","8.23","1504.57","0.18","0.42","2333.33"
"201","2010","12","Uttar Pradesh","Moradabad","158.55","288.11","1817.16","297.66","936.01","3144.56","4.82","5.74","1190.87","0.17","0.43","2529.41"
"201","2011","12","Uttar Pradesh","Moradabad","141.48","293.56","2074.95","299.27","951.52","3179.51","5.03","8.45","1678.83","0.06","0.19","2904.32"
"201","2012","12","Uttar Pradesh","Moradabad","135.89","311.32","2291.01","295.48","931.38","3152.06","5.71","6.37","1115.82","0.52","1.38","2662.68"
"201","2013","12","Uttar Pradesh","Moradabad","148.26","324.39","2187.98","301.38","1004.75","3333.88","4.17","6.26","1501.8","0.55","1.54","2831.19"
"201","2014","12","Uttar Pradesh","Moradabad","133.38","316.45","2372.63","302.74","565.87","1869.19","6.16","11.19","1817.54","0.44","0.75","1688.94"
"201","2015","12","Uttar Pradesh","Moradabad","139.57","323.42","2317.32","298.53","908.28","3042.47","13.92","26.76","1921.81","0.45","0.97","2167.04"
"201","2016","12","Uttar Pradesh","Moradabad","143.02","320.77","2242.87","296.22","1038.75","3506.66","6.33","12.86","2033.47","0.65","1.81","2794.51"
"201","2017","12","Uttar Pradesh","Moradabad","140.63","327.24","2326.88","300.44","1101.13","3665.08","5.64","12.08","2143.43","0.38","1.08","2844.99"
"202","2006","12","Uttar Pradesh","Shahjahanpur","216.74","478.24","2206.51","249.18","861.6","3457.74","2.69","4.98","1851.3","2.71","5.93","2188.19"
"202","2007","12","Uttar Pradesh","Shahjahanpur","216.26","518.33","2396.79","255.92","924.69","3613.2","2.52","4.14","1642.86","2.75","5.79","2105.45"
"202","2008","12","Uttar Pradesh","Shahjahanpur","213.17","482.19","2262.0","255.28","920.04","3604.04","2.28","4.38","1921.05","1.96","4.93","2515.31"
"202","2009","12","Uttar Pradesh","Shahjahanpur","201.51","533.47","2647.36","252.67","904.6","3580.16","1.95","3.72","1907.69","1.81","4.14","2287.29"
"202","2010","12","Uttar Pradesh","Shahjahanpur","201.47","430.75","2138.04","252.14","906.58","3595.54","1.84","3.17","1722.83","0.42","1.1","2619.05"
"202","2011","12","Uttar Pradesh","Shahjahanpur","213.18","555.12","2604.0","257.2","993.15","3861.39","2.34","3.25","1388.89","0.26","0.76","2923.08"
"202","2012","12","Uttar Pradesh","Shahjahanpur","161.54","447.63","2771.02","136.89","494.32","3611.07","1.78","3.37","1893.26","0.11","0.29","2636.36"
"202","2013","12","Uttar Pradesh","Shahjahanpur","198.11","531.71","2683.91","255.24","934.69","3662.0","1.59","1.76","1106.92","0.06","0.17","2833.33"
"202","2014","12","Uttar Pradesh","Shahjahanpur","209.33","587.16","2804.95","260.46","517.02","1985.03","1.98","2.25","1136.36","2.17","3.71","1709.68"
"202","2015","12","Uttar Pradesh","Shahjahanpur","155.99","491.22","3149.05","253.36","889.04","3509.0","1.48","2.01","1358.11","0.23","0.56","2434.78"
"202","2016","12","Uttar Pradesh","Shahjahanpur","210.85","627.06","2974.0","250.68","1054.36","4206.0","2.25","4.29","1908.77","0.22","0.54","2516.28"
"202","2017","12","Uttar Pradesh","Shahjahanpur","210.76","686.88","3259.0","247.7","989.81","3996.0","2.3","4.91","2131.13","0.26","0.73","2844.96"
"203","2006","12","Uttar Pradesh","Pilibhit","151.13","364.55","2412.16","144.85","483.36","3336.97","0.34","0.55","1617.65","0.01","0.02","2000.0"
"203","2007","12","Uttar Pradesh","Pilibhit","150.4","429.23","2853.92","148.15","547.42","3695.04","0.3","0.5","1666.67","0.02","0.03","1500.0"
"203","2008","12","Uttar Pradesh","Pilibhit","162.54","392.37","2413.99","162.8","591.89","3635.69","0.36","0.66","1833.33","0.0","0.01","0.0"
"203","2009","12","Uttar Pradesh","Pilibhit","163.42","424.58","2598.09","159.17","538.1","3380.66","0.2","0.34","1700.0","0.01","0.01","1000.0"
"203","2010","12","Uttar Pradesh","Pilibhit","162.79","404.65","2485.72","154.19","584.36","3789.87","0.17","0.28","1647.06","0.0","0.01","0.0"
"203","2011","12","Uttar Pradesh","Pilibhit","155.15","435.51","2807.03","147.64","574.34","3890.14","0.31","0.57","1838.71","0.0","0.01","0.0"
"203","2012","12","Uttar Pradesh","Pilibhit","51.51","130.02","2524.17","103.37","330.06","3193.0","0.2","0.39","1950.0","0.01","0.01","1000.0"
"203","2013","12","Uttar Pradesh","Pilibhit","135.91","380.14","2797.0","143.5","525.35","3660.98","0.28","0.57","2035.71","0.0","0.01","0.0"
"203","2014","12","Uttar Pradesh","Pilibhit","128.99","338.73","2626.02","144.78","371.37","2565.06","0.58","1.13","1948.28","0.4","0.68","1700.0"
"203","2015","12","Uttar Pradesh","Pilibhit","145.07","436.66","3010.0","154.26","598.05","3876.9","1.66","2.93","1765.06","0.0","0.01","0.0"
"203","2016","12","Uttar Pradesh","Pilibhit","153.58","481.01","3132.0","140.43","589.8","4200.0","0.35","0.72","2057.31","0.0","0.01","2500.0"
"203","2017","12","Uttar Pradesh","Pilibhit","140.74","461.08","3276.0","131.99","559.23","4237.0","0.18","0.41","2211.96","0.0","0.01","3000.0"
"204","2006","12","Uttar Pradesh","Rampur","144.71","303.63","2098.2","141.25","455.64","3225.77","0.11","0.11","1000.0","0.0","0.01","0.0"
"204","2007","12","Uttar Pradesh","Rampur","142.49","320.29","2247.81","142.87","482.6","3377.9","0.11","0.15","1363.64","0.0","0.0","0.0"
"204","2008","12","Uttar Pradesh","Rampur","144.2","284.65","1973.99","147.22","510.65","3468.62","0.21","0.29","1380.95","0.0","0.01","0.0"
"204","2009","12","Uttar Pradesh","Rampur","139.88","313.2","2239.06","147.42","481.96","3269.3","0.11","0.17","1545.45","0.03","0.07","2333.33"
"204","2010","12","Uttar Pradesh","Rampur","144.8","278.28","1921.82","148.78","507.44","3410.67","0.1","0.11","1100.0","0.02","0.06","3000.0"
"204","2011","12","Uttar Pradesh","Rampur","144.99","316.84","2185.25","145.98","511.61","3504.66","0.07","0.13","1857.14","0.0","0.0","0.0"
"204","2012","12","Uttar Pradesh","Rampur","137.54","312.63","2273.01","140.32","487.18","3471.92","0.17","0.24","1411.76","0.0","0.0","0.0"
"204","2013","12","Uttar Pradesh","Rampur","136.97","306.95","2241.0","147.28","508.11","3449.96","0.4","1.22","3050.0","0.0","0.0","0.0"
"204","2014","12","Uttar Pradesh","Rampur","132.69","299.88","2260.0","147.85","264.64","1789.92","0.09","0.17","1888.89","0.0","0.0","0.0"
"204","2015","12","Uttar Pradesh","Rampur","129.98","293.74","2259.89","133.65","457.5","3423.12","0.05","0.11","2200.0","0.0","0.0","0.0"
"204","2016","12","Uttar Pradesh","Rampur","148.54","362.45","2440.0","142.05","556.82","3920.0","0.22","0.45","2083.33","0.0","0.0","3000.0"
"204","2017","12","Uttar Pradesh","Rampur","138.67","328.51","2369.0","149.25","598.2","4008.0","0.28","0.75","2728.26","0.01","0.03","2888.89"
"205","2006","12","Uttar Pradesh","Bijnor","53.27","137.59","2582.88","109.46","323.11","2951.85","0.02","0.03","1500.0","0.04","0.08","2000.0"
"205","2007","12","Uttar Pradesh","Bijnor","48.7","125.43","2575.56","110.83","324.3","2926.1","0.01","0.02","2000.0","0.02","0.04","2000.0"
"205","2008","12","Uttar Pradesh","Bijnor","56.94","143.66","2523.01","112.2","335.51","2990.29","0.02","0.03","1500.0","0.02","0.04","2000.0"
"205","2009","12","Uttar Pradesh","Bijnor","60.57","145.5","2402.18","113.74","325.93","2865.57","0.01","0.01","1000.0","0.03","0.06","2000.0"
"205","2010","12","Uttar Pradesh","Bijnor","59.18","132.72","2242.65","110.02","335.44","3048.9","0.0","0.0","0.0","0.01","0.03","3000.0"
"205","2011","12","Uttar Pradesh","Bijnor","57.9","138.66","2394.82","106.86","342.4","3204.19","0.0","0.0","0.0","0.05","0.14","2800.0"
"205","2012","12","Uttar Pradesh","Bijnor","16.12","44.27","2746.28","78.24","323.12","4129.86","0.01","0.02","2000.0","0.0","0.0","0.0"
"205","2013","12","Uttar Pradesh","Bijnor","52.94","123.3","2329.05","147.96","488.84","3303.87","0.04","0.09","2250.0","0.0","0.01","0.0"
"205","2014","12","Uttar Pradesh","Bijnor","54.81","143.38","2615.95","116.55","315.04","2703.05","0.01","0.01","1000.0","0.06","0.1","1666.67"
"205","2015","12","Uttar Pradesh","Bijnor","51.35","133.0","2590.07","99.7","309.07","3100.0","0.0","0.01","0.0","0.01","0.02","2000.0"
"205","2016","12","Uttar Pradesh","Bijnor","53.39","134.92","2527.0","148.01","511.68","3457.0","0.02","0.03","2125.0","0.0","0.01","3000.0"
"205","2017","12","Uttar Pradesh","Bijnor","50.88","127.77","2511.02","157.27","569.33","3620.0","0.03","0.1","3000.0","0.0","0.01","3000.0"
"206","2006","12","Uttar Pradesh","Farrukhabad","33.29","78.12","2346.65","144.14","486.74","3376.86","88.65","133.33","1504.0","2.53","6.13","2422.92"
"206","2007","12","Uttar Pradesh","Farrukhabad","32.51","80.66","2481.08","144.35","476.89","3303.71","90.2","170.99","1895.68","2.52","5.55","2202.38"
"206","2008","12","Uttar Pradesh","Farrukhabad","35.77","93.72","2620.07","143.37","499.36","3483.02","90.19","194.38","2155.23","2.29","6.57","2869.0"
"206","2009","12","Uttar Pradesh","Farrukhabad","26.06","63.58","2439.75","144.09","498.61","3460.41","72.04","115.29","1600.36","2.3","4.63","2013.04"
"206","2010","12","Uttar Pradesh","Farrukhabad","30.14","66.79","2215.99","147.25","526.71","3576.98","76.72","149.76","1952.03","2.27","6.96","3066.08"
"206","2011","12","Uttar Pradesh","Farrukhabad","31.11","81.74","2627.45","146.65","571.53","3897.24","79.63","189.24","2376.49","2.18","6.94","3183.49"
"206","2012","12","Uttar Pradesh","Farrukhabad","32.56","94.73","2909.4","145.49","541.35","3720.87","75.78","181.16","2390.6","2.09","6.52","3119.62"
"206","2013","12","Uttar Pradesh","Farrukhabad","37.91","107.37","2832.23","153.35","561.03","3658.49","76.46","173.65","2271.12","3.14","8.84","2815.29"
"206","2014","12","Uttar Pradesh","Farrukhabad","33.91","85.57","2523.44","153.74","288.38","1875.76","79.77","145.91","1829.13","1.94","2.77","1427.84"
"206","2015","12","Uttar Pradesh","Farrukhabad","41.55","96.52","2322.98","143.25","459.82","3209.91","90.78","175.57","1934.02","1.88","4.93","2622.34"
"206","2016","12","Uttar Pradesh","Farrukhabad","37.59","99.89","2657.33","157.56","633.78","4022.45","90.63","185.63","2048.32","2.3","6.42","2785.59"
"206","2017","12","Uttar Pradesh","Farrukhabad","34.62","108.09","3122.12","150.66","680.33","4515.55","85.47","268.38","3140.12","2.28","6.76","2961.02"
"207","2006","12","Uttar Pradesh","Etawah","96.5","262.8","2723.32","190.19","609.78","3206.16","16.77","30.79","1836.02","5.34","12.98","2430.71"
"207","2007","12","Uttar Pradesh","Etawah","95.43","252.57","2646.65","191.74","559.91","2920.15","16.76","34.5","2058.47","4.78","10.53","2202.93"
"207","2008","12","Uttar Pradesh","Etawah","98.8","289.43","2929.45","195.89","712.24","3635.92","14.16","31.04","2192.09","4.55","13.08","2874.73"
"207","2009","12","Uttar Pradesh","Etawah","80.1","216.62","2704.37","195.7","561.89","2871.18","13.29","26.21","1972.16","4.26","8.58","2014.08"
"207","2010","12","Uttar Pradesh","Etawah","92.75","242.45","2614.02","197.7","718.68","3635.2","13.87","27.33","1970.44","4.17","12.81","3071.94"
"207","2011","12","Uttar Pradesh","Etawah","97.45","272.9","2800.41","196.78","746.41","3793.12","14.17","28.0","1976.01","4.08","12.98","3181.37"
"207","2012","12","Uttar Pradesh","Etawah","101.82","310.05","3045.08","197.34","742.71","3763.61","15.16","38.35","2529.68","7.77","24.28","3124.84"
"207","2013","12","Uttar Pradesh","Etawah","111.84","345.67","3090.75","200.94","758.67","3775.6","11.87","31.4","2645.32","3.58","10.08","2815.64"
"207","2014","12","Uttar Pradesh","Etawah","108.55","312.43","2878.21","200.98","401.2","1996.22","14.57","35.41","2430.34","3.49","4.98","1426.93"
"207","2015","12","Uttar Pradesh","Etawah","107.19","283.25","2642.5","206.11","659.37","3199.12","12.69","32.04","2524.82","2.97","7.81","2629.63"
"207","2016","12","Uttar Pradesh","Etawah","102.76","297.58","2895.75","198.88","811.1","4078.35","14.55","38.17","2624.18","2.53","7.05","2785.69"
"207","2017","12","Uttar Pradesh","Etawah","101.35","295.3","2913.67","198.17","756.58","3817.91","14.62","43.2","2954.05","3.53","12.14","3434.63"
"208","2006","12","Uttar Pradesh","Kanpur","93.86","169.46","1805.45","219.74","719.11","3272.55","36.46","39.18","1074.6","10.62","24.79","2334.27"
"208","2007","12","Uttar Pradesh","Kanpur","88.25","178.36","2021.08","220.64","663.56","3007.43","36.05","51.54","1429.68","10.03","18.92","1886.34"
"208","2008","12","Uttar Pradesh","Kanpur","88.56","205.52","2320.69","219.2","735.66","3356.11","37.3","53.82","1442.9","10.58","25.17","2379.02"
"208","2009","12","Uttar Pradesh","Kanpur","68.45","157.29","2297.88","221.68","716.24","3230.96","33.24","41.33","1243.38","10.68","21.85","2045.88"
"208","2010","12","Uttar Pradesh","Kanpur","73.48","169.59","2307.98","224.15","832.36","3713.41","34.72","43.67","1257.78","9.94","26.25","2640.85"
"208","2011","12","Uttar Pradesh","Kanpur","74.54","200.68","2692.25","223.52","836.46","3742.22","36.05","51.49","1428.29","10.03","29.65","2956.13"
"208","2012","12","Uttar Pradesh","Kanpur","71.56","194.06","2711.85","227.47","816.25","3588.39","33.12","55.29","1669.38","9.53","29.77","3123.82"
"208","2013","12","Uttar Pradesh","Kanpur","75.03","198.24","2642.14","230.32","852.79","3702.63","33.63","63.96","1901.87","9.06","26.28","2900.66"
"208","2014","12","Uttar Pradesh","Kanpur","67.39","161.97","2403.47","224.85","358.71","1595.33","32.38","45.14","1394.07","12.16","16.65","1369.24"
"208","2015","12","Uttar Pradesh","Kanpur","69.58","172.09","2473.27","225.57","589.25","2612.27","35.41","86.52","2443.38","10.35","19.56","1889.86"
"208","2016","12","Uttar Pradesh","Kanpur","77.92","238.75","3064.24","225.59","980.36","4345.8","41.85","107.27","2563.33","10.03","19.63","1957.13"
"208","2017","12","Uttar Pradesh","Kanpur","73.99","221.22","2990.0","226.79","925.74","4081.94","34.24","110.49","3226.65","10.1","28.23","2795.23"
"209","2006","12","Uttar Pradesh","Fatehpur","79.46","126.84","1596.27","151.57","378.45","2496.87","0.43","0.58","1348.84","6.15","5.86","952.85"
"209","2007","12","Uttar Pradesh","Fatehpur","78.86","148.69","1885.49","150.17","388.87","2589.53","0.47","0.73","1553.19","5.39","4.83","896.1"
"209","2008","12","Uttar Pradesh","Fatehpur","87.04","200.88","2307.9","158.2","461.31","2915.99","0.37","0.57","1540.54","4.85","4.25","876.29"
"209","2009","12","Uttar Pradesh","Fatehpur","62.42","136.26","2182.95","162.03","443.31","2735.97","0.3","0.43","1433.33","4.55","3.52","773.63"
"209","2010","12","Uttar Pradesh","Fatehpur","71.47","150.61","2107.32","165.37","541.53","3274.66","0.35","0.31","885.71","4.45","5.5","1235.96"
"209","2011","12","Uttar Pradesh","Fatehpur","79.78","186.54","2338.18","169.58","555.3","3274.56","0.31","0.31","1000.0","4.08","5.91","1448.53"
"209","2012","12","Uttar Pradesh","Fatehpur","77.16","189.52","2456.19","170.68","560.59","3284.45","0.38","0.49","1289.47","3.47","9.57","2757.92"
"209","2013","12","Uttar Pradesh","Fatehpur","86.46","225.23","2605.02","174.45","595.9","3415.88","0.25","0.3","1200.0","3.41","11.41","3346.04"
"209","2014","12","Uttar Pradesh","Fatehpur","80.7","157.05","1946.1","174.25","341.44","1959.48","0.28","0.53","1892.86","3.59","5.22","1454.04"
"209","2015","12","Uttar Pradesh","Fatehpur","81.95","167.75","2046.98","185.39","460.64","2484.71","0.53","0.4","754.72","3.06","8.16","2666.67"
"209","2016","12","Uttar Pradesh","Fatehpur","86.79","215.67","2485.0","175.8","614.4","3494.96","0.5","0.98","1954.27","3.89","10.24","2632.74"
"209","2017","12","Uttar Pradesh","Fatehpur","82.06","216.65","2640.0","170.17","591.43","3475.53","0.31","0.67","2200.0","3.58","10.43","2916.97"
"210","2006","12","Uttar Pradesh","Allahabad","214.46","428.29","1997.06","277.92","637.87","2295.16","0.36","0.47","1305.56","7.86","11.74","1493.64"
"210","2007","12","Uttar Pradesh","Allahabad","215.33","439.5","2041.05","279.49","610.4","2183.98","0.35","0.5","1428.57","7.77","7.63","981.98"
"210","2008","12","Uttar Pradesh","Allahabad","217.82","520.7","2390.51","285.82","715.77","2504.27","0.32","0.5","1562.5","7.69","6.93","901.17"
"210","2009","12","Uttar Pradesh","Allahabad","166.34","359.95","2163.94","281.2","620.32","2205.97","0.35","0.56","1600.0","7.58","10.17","1341.69"
"210","2010","12","Uttar Pradesh","Allahabad","189.33","427.16","2256.17","285.64","716.96","2510.01","0.4","0.48","1200.0","7.31","13.18","1803.01"
"210","2011","12","Uttar Pradesh","Allahabad","191.54","483.78","2525.74","288.36","778.0","2698.02","0.39","0.52","1333.33","5.72","10.84","1895.1"
"210","2012","12","Uttar Pradesh","Allahabad","195.08","527.66","2704.84","295.99","768.74","2597.18","0.4","0.55","1375.0","7.76","21.38","2755.15"
"210","2013","12","Uttar Pradesh","Allahabad","210.42","533.42","2535.03","280.91","683.96","2434.8","0.83","1.39","1674.7","6.47","21.68","3350.85"
"210","2014","12","Uttar Pradesh","Allahabad","192.64","407.27","2114.15","284.14","399.28","1405.22","0.85","1.82","2141.18","9.54","11.58","1213.84"
